"party_rk","russian_channel","product_type_cnt","pg_decision","pd_decision","pv","npv"
"346819269","Толмачёво","3","0.2869039838347854","0.010791955035429545","24167.00000","22167.00000"
"1216722330","Толмачёво","1","0.18607560300784176","0.02687781324696076","8938.00000","6938.00000"
"1169911960","Домодедово","3","0.17488629795068703","0.018048937332794765","65705.00000","63705.00000"
"1064951302","Толмачёво","3","0.2792148775207182","0.02502483816847742","11047.00000","9047.00000"
"353014763","Домодедово","1","0.22121689923546697","0.10168937686877645","11402.00000","9402.00000"
"1034203075","Домодедово","2","0.17320277833133307","0.04011803523056475","36926.00000","34926.00000"
"1213626714","Домодедово","1","0.06027579469837178","0.11856174179946204","15541.00000","13541.00000"
"1043649098","Домодедово","1","0.2156130454610582","0.051074355857684856","11423.00000","9423.00000"
"1224536651","Домодедово","1","0.10741242200280794","0.12255751815907405","9536.00000","7536.00000"
"567181257","Толмачёво","1","0.27665526831874965","0.015893766503815555","34834.00000","32834.00000"
"1214022208","Домодедово","2","0.2668933108390344","0.017828958780535805","6547.00000","4547.00000"
"343868460","Домодедово","2","0.18294493006613285","0.01704766119895828","33567.00000","31567.00000"
"386096519","Толмачёво","3","0.2094863695114613","0.059676585723762096","16097.00000","14097.00000"
"755688092","Толмачёво","1","0.16797036693262035","0.19060774683976237","2458.00000","458.00000"
"733521302","Толмачёво","3","0.16001896440933833","0.0861436141184609","12664.00000","10664.00000"
"1216416583","Толмачёво","2","0.23139198015145926","0.03967580954398441","13885.00000","11885.00000"
"820726566","Домодедово","3","0.21320735836939148","0.02434787075802619","10278.00000","8278.00000"
"728598493","Домодедово","2","0.15470821488808426","0.1214083306165753","16817.00000","14817.00000"
"330848880","Толмачёво","3","0.1951499222460509","0.07902185027650169","18134.00000","16134.00000"
"1199988878","Толмачёво","2","0.19989134357056487","0.048760746442669645","18128.00000","16128.00000"
"1143482386","Домодедово","2","0.3221008782472786","0.0060021037012768855","6217.00000","4217.00000"
"1033831666","Толмачёво","2","0.17996653505634372","0.040139128445927916","10024.00000","8024.00000"
"1207038958","Домодедово","1","0.2622686590355176","0.03083119620360002","7192.00000","5192.00000"
"910778261","Домодедово","1","0.30053834773495514","0.029136256680498154","6189.00000","4189.00000"
"792559311","Толмачёво","1","0.14407952064674287","0.10985747837505729","2402.00000","402.00000"
"1230200734","Домодедово","1","0.26000856469795136","0.019279231286955682","26686.00000","24686.00000"
"813409968","Толмачёво","1","0.22634746867374425","0.004471317248933928","51279.00000","49279.00000"
